Brand_ID,Model_ID,Segment_ID,Vehicle_Name,Year_of_Manufacture,Vehicle_Age,Insurance,Fuel_Type,Seats_Capacity,Kms_Driven,RTO_Location,Ownership,Engine_Displacement,Transmission,Power_BHP,Drive_Type,Mileage_By_Fuel_Type,New_Vehicle_Price_Lakh,Vehicle_Price_Lakh,Depreciation_Percentage,Other_Features,Value_For_Money_Score
6,369,3,Brezza,2024,1,Expired,CNG,5,60000,churu,First Owner,1462.0,Manual,,Unknown,,11.22,10.25,8.65,No_Features,9.6
2,157,3,Venue,2022,3,Expired,Diesel,5,50000,Jhunjhunu,First Owner,1493.0,Manual,,Unknown,,14.55,10.5,27.84,No_Features,9.2
1,1341,1,Etios,2012,13,Expired,Diesel,5,152000,Unknown,Fourth Owner,1364.0,Manual,,Unknown,23.59,8.55,3.0,64.91,No_Features,4.0
14,226,6,ZS,2023,2,Expired,Electric,5,20000,Varanasi,Second Owner,,Automatic,174.33,Unknown,,25.19,18.0,28.54,Digital Instrument Cluster | Wireless Charging | Auto Dimming IRVM | Rear Camera | KeyLess Entry | Automatic Climate Control | Rear AC Vents | Air Purifier | Cruise Control | Parking Sensors | Sunroof | Advanced Internet Features | ADAS,9.0
6,19,2,Swift,2018,7,Expired,Diesel,5,72000,Bhadohi,First Owner,1248.0,Manual,74.02,Unknown,28.4,8.58,5.65,34.15,Rear AC Vents | Parking Sensors,7.6
2,1705,3,Venue,2021,4,Comprehensive,Petrol,5,112000,Varanasi,First Owner,1197.0,Manual,81.86,FWD,17.52,8.95,6.4,28.49,Rear AC Vents | Parking Sensors | Cooled Glovebox,7.8
6,109,2,Wagon,2017,8,Expired,Petrol,5,76000,Varanasi,First Owner,998.0,Manual,67.05,Unknown,21.79,5.85,5.25,10.26,Central Locking | Air Conditioner | Digital Odometer,8.4
4,583,1,Zest,2018,7,Expired,Diesel,5,100000,Varanasi,First Owner,1248.0,Manual,74.0,Unknown,22.95,8.88,3.0,66.22,No_Features,6.0
2,1342,3,Creta,2024,1,Expired,Diesel,5,10000,churu,First Owner,1493.0,Manual,114.0,FWD,21.8,19.89,18.5,6.99,Height Adjustable Driver Seat | Automatic Climate Control | Cruise Control | Sunroof,10.0
17,174,4,Triber,2020,5,Expired,Petrol,7,50000,churu,First Owner,999.0,Manual,72.0,Unknown,20.0,7.02,5.0,28.77,Touchscreen | Parking Sensors | Rear AC Vents | Rear Charging Sockets,8.6
4,694,3,Harrier,2022,3,Expired,Diesel,5,160000,churu,First Owner,1956.0,Manual,167.67,Unknown,16.35,22.85,17.0,25.6,Powered Front Seats | Height Adjustable Driver Seat | Automatic Climate Control | Drive Modes | Cruise Control,8.0
2,69,2,EON,2014,11,Third Party,Petrol,5,65712,Varanasi,First Owner,814.0,Manual,55.2,Unknown,21.1,4.37,2.35,46.22,Air Conditioner | Digital Odometer,6.2
14,305,3,Astor,2022,3,Expired,Petrol,5,40000,Jhunjhunu,First Owner,1498.0,Manual,108.49,Unknown,15.43,17.7,10.5,40.68,Powered Front Seats | Automatic Climate Control | Cruise Control | 360 Degree Camera,8.4
11,36,2,RediGO,2017,8,Expired,Petrol,5,60000,didwana,Second Owner,999.0,Manual,67.0,Unknown,22.5,4.53,1.9,58.06,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity,6.6
9,2,2,Figo,2012,13,Expired,Diesel,5,150000,charkhi dadri,Second Owner,1399.0,Manual,68.05,Unknown,20.0,6.88,1.2,82.56,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity,4.8
5,1705,3,Scorpio,2012,13,Comprehensive,Diesel,8,100000,Noida,Fifth Owner,2523.0,Manual,75.0,FWD,14.0,9.36,3.25,65.28,Rear AC Vents,4.8
5,1343,3,Scorpio,2007,18,Expired,Diesel,8,100000,kotputli,Fourth Owner,2609.0,Manual,,2WD,12.7,9.67,0.8,91.73,Rear AC Vents | Cooled Glovebox,4.8
6,108,2,Celerio,2022,3,Expired,Petrol,5,30000,Jaipur,First Owner,998.0,Manual,65.71,Unknown,25.24,7.05,4.7,33.33,Android Auto/Apple CarPlay,9.2
6,89,2,Swift,2014,11,Expired,Diesel,5,56000,Allahabad,Second Owner,1248.0,Manual,,Unknown,,7.66,3.35,56.27,No_Features,6.0
4,77,3,Harrier,2022,3,Third Party,Diesel,5,63000,jaunpur,First Owner,1956.0,Manual,167.67,Unknown,16.35,21.74,12.25,43.65,Height Adjustable Driver Seat | Automatic Climate Control | Drive Modes | Cruise Control,8.0
6,109,2,Wagon,2006,19,Expired,Petrol,5,112000,Sikar,Second Owner,998.0,Manual,67.1,Unknown,18.9,4.43,0.7,84.2,Central Locking | Air Conditioner,4.8
10,29,1,Sail,2013,12,Expired,Diesel,5,90000,Jaipur,Second Owner,1248.0,Manual,74.0,Unknown,22.1,7.9,1.23,84.43,No_Features,5.2
14,1344,3,Astor,2023,2,Expired,Petrol,5,40000,Jaipur,First Owner,1498.0,Manual,,Unknown,,17.25,15.0,13.04,No_Features,10.0
5,1705,3,Bolero,2009,16,Expired,Diesel,7,160000,Hanumangarh,Second Owner,2523.0,Manual,,Unknown,,7.52,2.2,70.74,No_Features,4.4
2,140,2,i10,2010,15,Expired,Petrol,5,120000,Kanpur,Second Owner,1197.0,Manual,,Unknown,,5.11,1.55,69.67,No_Features,4.8
6,113,2,Alto,2019,6,Expired,Petrol,5,70000,churu,Second Owner,796.0,Manual,,Unknown,,4.31,2.85,33.87,No_Features,8.0
2,192,3,Creta,2021,4,Expired,Diesel,5,89000,Sikar,First Owner,1493.0,Manual,,Unknown,,20.93,13.0,37.89,No_Features,8.2
2,140,2,EON,2015,10,Expired,Petrol,5,150000,Jhunjhunu,Second Owner,814.0,Manual,,Unknown,,4.55,1.5,67.03,No_Features,5.4
6,83,2,Wagon,2018,7,Expired,Petrol,5,40000,Alwar,Second Owner,998.0,Manual,,Unknown,,5.62,3.8,32.38,No_Features,7.8
6,19,2,Swift,2011,14,Expired,Diesel,5,160000,Gurgaon,Third Owner,1248.0,Manual,73.9,Unknown,19.3,8.15,1.1,86.5,No_Features,4.2
6,123,2,Swift,2009,16,Expired,Petrol,5,150000,churu,Fourth Owner,1298.0,Manual,,Unknown,,5.18,1.5,71.04,No_Features,4.4
1,55,4,Innova,2006,19,Expired,Diesel,8,160000,New Delhi,Second Owner,2494.0,Manual,,Unknown,12.8,10.48,1.3,87.6,Rear Seat Armrest,4.4
5,1345,3,Bolero,2025,0,Expired,Diesel,5,1000,Unknown,First Owner,2523.0,Manual,75.09,Unknown,16.0,12.24,8.0,34.64,No_Features,9.2
2,165,1,Verna,2018,7,Expired,Diesel,5,79000,Noida,Second Owner,1582.0,Manual,126.2,Unknown,22.0,13.75,7.9,42.55,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors,6.6
6,19,2,Swift,2013,12,Expired,Diesel,5,120000,Alwar,Second Owner,1248.0,Manual,74.0,Unknown,23.4,8.06,3.8,52.85,No_Features,5.6
12,135,3,Seltos,2019,6,Expired,Diesel,5,150000,Gurgaon,Second Owner,1493.0,Manual,,Unknown,,17.03,7.75,54.49,No_Features,6.8
2,734,2,i20,2017,8,Expired,Petrol,5,40000,Kanpur,Third Owner,1197.0,Manual,,Unknown,,6.82,5.0,26.69,No_Features,7.6
4,1705,3,Nexon,2024,1,Expired,Petrol,5,10000,Jhunjhunu,First Owner,1199.0,Manual,118.27,FWD,17.44,11.18,10.8,3.4,Rear AC Vents | Parking Sensors | Advanced Internet Features,10.0
6,375,2,Alto,2024,1,Expired,Petrol,5,9000,Kanpur,First Owner,998.0,Manual,65.71,Unknown,24.39,6.31,4.4,30.27,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity | Touchscreen | Steering Mounted Controls | Power Windows,9.2
6,116,2,Ignis,2020,5,Expired,Petrol,5,59000,Lucknow,Second Owner,1197.0,Manual,81.8,Unknown,20.89,8.62,4.25,50.7,Engine Start/Stop Button | Automatic Climate Control | Rear Camera,7.2
2,30,3,Creta,2019,6,Comprehensive,Diesel,5,86000,Kanpur,Second Owner,1396.0,Manual,88.7,FWD,22.1,13.85,7.9,42.96,Rear AC Vents | Parking Sensors,7.2
2,100,3,Venue,2023,2,Expired,Diesel,5,40000,Jhunjhunu,First Owner,1493.0,Manual,114.0,FWD,24.2,15.35,10.5,31.6,Height Adjustable Driver Seat | Automatic Climate Control | Cruise Control | Sunroof,9.2
2,87,2,Grand,2016,9,Comprehensive,Petrol,5,66000,Kanpur,First Owner,1197.0,Manual,82.0,Unknown,18.9,6.2,3.75,39.52,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Steering Mounted Controls,7.6
17,258,3,Duster,2015,10,Expired,Diesel,5,100000,Kasganj,First Owner,1461.0,Manual,83.8,FWD,20.45,11.7,2.44,79.15,Air Purifier,6.0
5,21,3,TUV,2016,9,Expired,Diesel,7,72000,Kanpur,First Owner,1493.0,Manual,100.0,RWD,18.49,10.41,4.95,52.45,Parking Sensors,6.8
1,130,4,Innova,2015,10,Expired,Diesel,7,98000,Lucknow,First Owner,2494.0,Manual,100.6,Unknown,,15.79,4.95,68.65,Rear AC Vents | Tumble Fold Seats,6.0
1,1705,1,Etios,2012,13,Comprehensive,Diesel,5,78000,Kanpur,First Owner,1364.0,Manual,,Unknown,23.59,8.88,3.25,63.4,No_Features,5.4
1,1346,3,Fortuner,2017,8,Comprehensive,Petrol,7,160000,Kanpur,First Owner,2694.0,Manual,163.7,RWD,10.01,32.63,20.5,37.17,Powered Front Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Drive Modes,6.8
2,205,3,Venue,2019,6,Comprehensive,Petrol,5,58000,Kanpur,First Owner,998.0,Automatic,118.35,FWD,18.15,12.84,7.65,40.42,Automatic Climate Control | Rear AC Vents | Air Purifier | Parking Sensors | Cooled Glovebox | Cruise Control,7.4
17,119,2,KWID,2017,8,Expired,Petrol,5,70000,Ratlam,First Owner,999.0,Manual,,Unknown,,4.57,2.56,43.98,No_Features,6.8
9,176,2,Figo,2010,15,Expired,Petrol,5,60000,Indore,First Owner,1196.0,Manual,70.0,Unknown,15.6,5.13,1.5,70.76,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,5.4
6,62,2,Grand,2024,1,Expired,Petrol,5,60000,Ratlam,First Owner,1462.0,Manual,,Unknown,,13.21,10.25,22.41,No_Features,8.8
6,1705,2,Baleno,2024,1,Expired,Petrol,5,30000,Ratlam,First Owner,1197.0,Manual,88.5,Unknown,22.35,9.58,8.0,16.49,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Android Auto/Apple CarPlay | Advanced Internet Features,10.0
7,1705,3,Yeti,2011,14,Expired,Diesel,5,160000,Jhansi,Second Owner,1968.0,Manual,138.08,AWD,17.67,23.0,3.15,86.3,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,4.4
4,1705,3,Punch,2024,1,Expired,Petrol,5,7000,Unknown,Second Owner,1199.0,Manual,87.0,FWD,20.09,8.13,7.0,13.9,Rear AC Vents | Parking Sensors,9.8
6,60,2,Swift,2017,8,Expired,Petrol,5,40000,Ghaziabad,First Owner,1197.0,Manual,81.8,Unknown,21.21,7.7,5.25,31.82,Rear AC Vents | Parking Sensors,8.0
6,19,2,Swift,2017,8,Expired,Diesel,5,98000,Balaghat,Second Owner,1248.0,Manual,74.0,Unknown,26.59,8.56,4.75,44.51,No_Features,6.6
2,1705,2,EON,2014,11,Expired,Petrol,5,26000,Ratlam,First Owner,814.0,Manual,55.2,Unknown,21.1,3.87,2.25,41.86,Central Locking | Air Conditioner | Digital Odometer,6.6
6,293,4,Ertiga,2024,1,Expired,Petrol,7,10000,Ujjain,First Owner,1462.0,Manual,101.64,Unknown,20.51,11.65,9.5,18.45,Parking Sensors | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,10.0
9,1347,1,Fiesta,2008,17,Expired,Diesel,5,50000,Indore,Third Owner,1399.0,Manual,,Unknown,17.8,9.8,0.9,90.82,No_Features,5.4
9,1012,3,Ecosport,2018,7,Expired,Diesel,5,130000,Ratlam,First Owner,1498.0,Manual,98.96,FWD,23.0,9.68,5.5,43.18,Parking Sensors,6.4
6,83,2,Wagon,2021,4,Expired,Petrol,5,38000,Indore,First Owner,998.0,Manual,67.05,Unknown,21.79,6.29,4.0,36.41,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity,8.6
5,1705,3,Bolero,2013,12,Expired,Diesel,7,100000,Bhopal,Fourth Owner,2523.0,Manual,62.1,RWD,15.96,10.66,3.2,69.98,No_Features,4.8
6,113,2,Alto,2020,5,Expired,Petrol,5,145000,Dhar,First Owner,796.0,Manual,47.33,Unknown,22.05,5.01,2.0,60.08,Keyless Entry | Central Locking | Air Conditioner | Bluetooth Connectivity,6.2
2,97,2,Grand,2017,8,Expired,Petrol,5,98000,Unknown,Second Owner,1197.0,Manual,81.86,Unknown,18.9,7.56,4.2,44.44,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Rear Camera,6.6
10,1705,2,Beat,2012,13,Expired,Petrol,5,57000,Ratlam,First Owner,1199.0,Manual,79.4,Unknown,18.6,5.32,1.0,81.2,Central Locking | Air Conditioner,5.4
6,1348,2,Wagon,2013,12,Expired,LPG,5,89000,Ratlam,Third Owner,998.0,Manual,61.7,Unknown,14.4,4.82,2.1,56.43,Central Locking | Air Conditioner,5.8
4,253,1,Tigor,2020,5,Expired,Petrol,5,150000,Ratlam,First Owner,1199.0,Manual,,Unknown,,6.18,4.0,35.28,No_Features,7.8
6,1705,2,Estilo,2010,15,Expired,Petrol,5,37000,Ratlam,First Owner,1061.0,Manual,,Unknown,19.5,4.49,1.5,66.59,No_Features,5.8
6,1349,2,Baleno,2025,0,Expired,Petrol,5,1000,Unknown,First Owner,1197.0,Manual,88.5,Unknown,22.35,10.1,4.5,55.45,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Android Auto/Apple CarPlay | Advanced Internet Features,8.4
6,1310,4,Eeco,2010,15,Expired,CNG,5,90000,Ratlam,Second Owner,1196.0,Manual,73.0,Unknown,15.1,5.01,3.0,40.12,No_Features,6.0
6,764,2,Baleno,2016,9,Comprehensive,Petrol,5,55000,Indore,Second Owner,1197.0,Automatic,,Unknown,,8.21,6.25,23.87,No_Features,7.4
18,917,3,Kicks,2019,6,Expired,Diesel,5,74641,Jabalpur,First Owner,1461.0,Manual,,Unknown,,13.06,6.85,47.55,No_Features,7.4
7,1350,1,Rapid,2018,7,Comprehensive,Petrol,5,66000,Jabalpur,First Owner,1598.0,Automatic,,Unknown,,14.56,8.2,43.68,No_Features,6.8
2,1,3,Creta,2018,7,Comprehensive,Diesel,5,54000,Indore,First Owner,1396.0,Manual,88.7,FWD,22.1,11.49,9.64,16.1,Rear AC Vents | Parking Sensors,8.4
6,74,2,Baleno,2018,7,Comprehensive,Petrol,5,38000,Indore,First Owner,1197.0,Manual,,Unknown,,7.73,5.8,24.97,No_Features,8.0
1,1351,3,Fortuner,2022,3,Expired,Diesel,7,127404,Bhopal,First Owner,2755.0,Automatic,201.15,2WD,10.0,45.9,34.5,24.84,Powered Front Seats | Ventilated Seats | Height Adjustable Driver Seat | Automatic Climate Control | Drive Modes | Cruise Control,8.4
17,1705,2,Pulse,2012,13,Comprehensive,Diesel,5,67000,Indore,Second Owner,1461.0,Manual,63.12,Unknown,23.08,7.13,3.4,52.31,Rear AC Vents | Automatic Climate Control,6.0
2,165,1,Verna,2019,6,Expired,Diesel,5,62224,Indore,First Owner,1582.0,Manual,126.2,Unknown,22.0,13.98,9.5,32.05,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors,8.2
6,288,2,Wagon,2019,6,Expired,Petrol,5,35000,Betul,First Owner,1197.0,Manual,81.8,Unknown,21.5,6.25,5.5,12.0,No_Features,9.4
5,1705,3,XUV500,2018,7,Expired,Diesel,7,75231,Indore,First Owner,2179.0,Manual,,Unknown,,20.48,10.4,49.22,No_Features,6.8
9,43,3,Ecosport,2019,6,Comprehensive,Diesel,5,44000,Gwalior,First Owner,1498.0,Manual,98.96,FWD,23.0,11.48,8.8,23.34,Automatic Climate Control | Parking Sensors,8.6
8,23,2,Brio,2013,12,Comprehensive,Petrol,5,57000,Indore,Second Owner,1198.0,Manual,86.8,Unknown,19.4,6.03,3.1,48.59,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Height Adjustable Driver Seat | Steering Mounted Controls,6.0
2,25,3,Creta,2018,7,Comprehensive,Diesel,5,62000,Gwalior,First Owner,1582.0,Manual,126.2,FWD,19.67,14.96,10.6,29.14,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,7.6
8,1705,2,Jazz,2020,5,Expired,Petrol,5,37159,Indore,First Owner,1199.0,Manual,88.5,Unknown,17.1,9.87,5.75,41.74,Engine Start/Stop Button | Automatic Climate Control | Lane Change Indicator | Android Auto/Apple CarPlay | Rear Camera,7.8
17,241,3,Duster,2013,12,Expired,Diesel,5,83247,Shivpuri,First Owner,1461.0,Manual,108.45,AWD,19.01,13.41,3.95,70.54,Air Purifier | Parking Sensors,5.4
14,841,3,Hector,2021,4,Expired,Petrol,5,66852,Jabalpur,First Owner,1451.0,Manual,,Unknown,,18.21,13.9,23.67,No_Features,8.2
2,629,2,i20,2013,12,Comprehensive,Diesel,5,60000,Indore,First Owner,1396.0,Manual,88.76,Unknown,21.9,7.73,4.5,41.79,Automatic Climate Control,6.2
6,19,2,Swift,2018,7,Comprehensive,Diesel,5,58000,Indore,First Owner,1248.0,Manual,74.02,Unknown,28.4,9.4,7.74,17.66,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors,8.4
2,256,3,Creta,2016,9,Expired,Diesel,5,76125,Indore,First Owner,1582.0,Automatic,126.2,FWD,17.01,17.43,7.65,56.11,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,6.8
5,1705,3,XUV500,2016,9,Comprehensive,Diesel,7,80000,Bhopal,Second Owner,2179.0,Manual,140.0,FWD,16.0,15.22,8.2,46.12,Height Adjustable Driver Seat,6.6
6,750,1,Ciaz,2016,9,Expired,Diesel,5,91221,Ujjain,Second Owner,1248.0,Manual,,Unknown,,12.67,5.65,55.41,No_Features,6.6
1,1352,4,Innova,2010,15,Comprehensive,Diesel,7,80000,Bhopal,Second Owner,2494.0,Manual,,Unknown,,15.64,6.3,59.72,No_Features,6.0
1,30,1,Etios,2018,7,Expired,Diesel,5,77525,Bhopal,Second Owner,1364.0,Manual,67.05,Unknown,23.59,9.38,5.85,37.63,No_Features,7.4
13,718,5,Q3,2015,10,Comprehensive,Diesel,5,75000,Bhopal,Second Owner,1968.0,Manual,138.13,FWD,,35.3,12.6,64.31,Powered Front Seats,5.8
16,1353,5,M-Class,2013,12,Expired,Diesel,5,164976,Indore,Third Owner,2143.0,Automatic,203.2,AWD,,70.86,13.5,80.95,No_Features,4.2
2,23,1,Aura,2021,4,Expired,CNG,5,40000,Ratnagiri,First Owner,1197.0,Manual,,Unknown,,8.95,6.8,24.02,No_Features,8.6
4,124,2,Tiago,2017,8,Expired,Diesel,5,80000,Ratnagiri,First Owner,1047.0,Manual,,Unknown,,6.88,2.5,63.66,No_Features,6.0
2,87,2,Grand,2017,8,Comprehensive,Petrol,5,48000,Bhopal,First Owner,1197.0,Manual,,Unknown,,6.7,5.15,23.13,No_Features,8.0
6,1705,2,Celerio,2024,1,Expired,Petrol,5,10000,Ratnagiri,First Owner,998.0,Manual,,Unknown,,7.39,6.5,12.04,No_Features,10.0
4,5,3,Nexon,2021,4,Expired,Petrol,5,20000,Ratnagiri,First Owner,1199.0,Manual,,Unknown,,12.37,8.5,31.29,No_Features,8.6
2,7,2,i20,2012,13,Comprehensive,Diesel,5,40000,Gwalior,First Owner,1396.0,Manual,,Unknown,,8.12,4.35,46.43,No_Features,6.6
2,78,2,i20,2020,5,Expired,Petrol,5,30000,Ratnagiri,First Owner,1197.0,Manual,,Unknown,,8.59,6.5,24.33,No_Features,8.6
9,1017,3,Ecosport,2015,10,Expired,Diesel,5,66545,Ratlam,First Owner,1498.0,Manual,,Unknown,,11.47,5.65,50.74,No_Features,6.8
18,716,3,Terrano,2017,8,Expired,Diesel,5,55706,Ratlam,Second Owner,1461.0,Manual,,Unknown,,14.44,5.85,59.49,No_Features,6.6
6,74,2,Baleno,2017,8,Expired,Petrol,5,160000,karad,First Owner,1197.0,Manual,,Unknown,,7.27,4.75,34.66,No_Features,6.8
2,902,2,Grand,2018,7,Expired,Petrol,5,30000,Pimpri chinchwad,Second Owner,1197.0,Manual,,Unknown,,7.04,5.25,25.43,No_Features,7.8
6,220,1,Ciaz,2016,9,Expired,Petrol,5,70000,Ratnagiri,First Owner,1373.0,Manual,,Unknown,,11.21,6.0,46.48,No_Features,6.8
19,1354,3,Meridian,2023,2,Expired,Diesel,7,27000,Indore,First Owner,1956.0,Automatic,168.0,FWD,8.2,42.3,25.0,40.9,Powered Front Seats | Ventilated Seats | Height Adjustable Driver Seat | Automatic Climate Control | Cruise Control | 360 Degree Camera | Sunroof,8.4
6,1355,2,Zen,2007,18,Expired,Petrol,5,62000,Thane,Second Owner,1061.0,Manual,64.0,Unknown,18.2,4.12,0.9,78.16,Air Conditioner | Digital Odometer,5.2
3,270,1,Ameo,2016,9,Expired,Diesel,5,75000,Unknown,First Owner,1498.0,Manual,108.62,Unknown,21.66,9.58,4.5,53.03,No_Features,6.8
6,83,2,Wagon,2018,7,Expired,Petrol,5,40000,Ratnagiri,Second Owner,998.0,Manual,67.04,Unknown,20.51,5.69,4.0,29.7,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,7.8
6,1055,4,Ertiga,2017,8,Expired,Petrol,7,190000,Ratnagiri,First Owner,1373.0,Manual,91.1,Unknown,17.5,9.6,6.3,34.38,Parking Sensors | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,6.8
6,1705,2,Swift,2023,2,Expired,Petrol,5,50000,Ratnagiri,First Owner,1197.0,Manual,,Unknown,,7.28,5.9,18.96,No_Features,10.0
6,60,2,Swift,2020,5,Expired,Petrol,5,44000,Ratnagiri,First Owner,1197.0,Manual,81.8,Unknown,21.21,7.91,7.6,3.92,Rear AC Vents | Parking Sensors,9.4
6,191,5,S,2021,4,Expired,Petrol,5,38000,Ratnagiri,First Owner,1462.0,Manual,103.25,FWD,18.55,10.38,7.0,32.56,Parking Sensors,8.6
2,1705,3,Kona,2023,2,Expired,Electric,5,116000,Ratnagiri,First Owner,,Automatic,134.1,Unknown,,25.04,13.0,48.08,Digital Instrument Cluster | Wireless Charging | Auto Dimming IRVM | Rear Camera | KeyLess Entry | Automatic Climate Control | Voice Commands | Cruise Control | Parking Sensors | Sunroof,7.6
4,186,3,Punch,2024,1,Expired,CNG,5,30000,Ratnagiri,First Owner,1199.0,Manual,,Unknown,,10.02,9.0,10.18,No_Features,10.0
6,123,4,Ertiga,2014,11,Expired,CNG,7,160000,Mumbai,Fourth Owner,1373.0,Manual,80.9,Unknown,22.8,8.49,4.2,50.53,Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,4.8
6,1356,4,Omni,2002,23,Expired,LPG,5,120000,MM08,Third Owner,796.0,Manual,32.8,Unknown,10.9,2.94,0.75,74.49,No_Features,4.6
2,1357,3,Creta,2022,3,Comprehensive,Petrol,5,33000,Nashik,Second Owner,1497.0,Automatic,,Unknown,,19.18,15.5,19.19,No_Features,9.8
8,99,1,City,2021,4,Comprehensive,Petrol,5,9000,Navi Mumbai,First Owner,1498.0,Automatic,,Unknown,,15.73,10.75,31.66,No_Features,8.6
2,528,1,Verna,2023,2,Comprehensive,Petrol,5,16000,shrirampur,First Owner,1482.0,Automatic,,Unknown,,19.85,16.5,16.88,No_Features,10.0
8,482,1,City,2021,4,Comprehensive,Petrol,5,22000,Mumbai,First Owner,1498.0,Automatic,,Unknown,,18.47,12.5,32.32,No_Features,8.6
6,1705,2,Ritz,2011,14,Expired,Diesel,5,70000,Jalgaon,First Owner,1248.0,Manual,,Unknown,,6.17,3.0,51.38,No_Features,6.2
4,250,2,Indica,2012,13,Expired,Diesel,5,120000,Jalgaon,First Owner,1248.0,Manual,,Unknown,,7.0,1.0,85.71,No_Features,5.0
1,1358,2,Glanza,2024,1,Comprehensive,Petrol,5,2000,Mumbai,First Owner,1197.0,Automatic,,Unknown,,10.66,9.75,8.54,No_Features,10.0
2,42,3,Creta,2022,3,Expired,Petrol,5,58000,Buldhana,First Owner,1497.0,Manual,,Unknown,,13.9,10.5,24.46,No_Features,8.8
17,258,3,Duster,2013,12,Comprehensive,Diesel,5,70000,Aurangabad,Second Owner,1461.0,Manual,,Unknown,,12.1,3.0,75.21,No_Features,5.2
17,425,2,KWID,2017,8,Third Party,Petrol,5,38000,panvel,Second Owner,999.0,Manual,,Unknown,,5.29,2.21,58.22,No_Features,7.0
9,1012,3,Ecosport,2019,6,Expired,Diesel,5,72615,Nagpur,First Owner,1498.0,Manual,98.96,FWD,23.0,9.93,6.75,32.02,Parking Sensors,8.2
8,877,1,City,2015,10,Comprehensive,Petrol,5,21000,Mumbai,First Owner,1497.0,Automatic,117.3,Unknown,18.0,13.58,6.35,53.24,Automatic Climate Control | Rear AC Vents | Parking Sensors,7.2
18,832,3,Magnite,2022,3,Expired,Petrol,5,60000,Akola,First Owner,999.0,Manual,98.63,Unknown,20.0,10.59,6.5,38.62,Automatic Climate Control | Parking Sensors,8.8
6,1705,4,Ertiga,2022,3,Comprehensive,Petrol,7,75000,Jalgaon,First Owner,1462.0,Manual,101.65,Unknown,20.51,11.0,11.0,0.0,Parking Sensors | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,9.6
14,1705,3,Astor,2024,1,Expired,Petrol,5,20000,Jalgaon,First Owner,1498.0,Manual,108.49,FWD,15.43,13.3,10.3,22.56,Automatic Climate Control | Rear AC Vents | Air Purifier | Parking Sensors | Advanced Internet Features,9.2
2,25,3,Creta,2019,6,Comprehensive,Diesel,5,105000,Dhule,Second Owner,1582.0,Manual,126.2,FWD,19.67,15.22,11.3,25.76,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,7.6
6,1258,2,Alto,2023,2,Expired,Petrol,5,20000,Jalgaon,First Owner,998.0,Automatic,65.71,Unknown,24.9,7.05,5.0,29.08,Android Auto/Apple CarPlay | Advanced Internet Features,9.2
2,1326,2,i20,2018,7,Comprehensive,Diesel,5,166000,Dhule,First Owner,1396.0,Manual,88.73,Unknown,22.54,10.98,7.15,34.88,Engine Start/Stop Button | Rear AC Vents | Automatic Climate Control | Lane Change Indicator | Rear Camera,6.8
4,253,1,Tigor,2018,7,Expired,Petrol,5,77119,Nanded,First Owner,1199.0,Automatic,84.0,Unknown,20.3,7.77,4.5,42.08,Parking Sensors,6.8
6,123,2,Celerio,2016,9,Expired,Petrol,5,67875,Pune,First Owner,998.0,Automatic,67.04,Unknown,23.1,5.67,3.25,42.68,Central Locking | Air Conditioner | Digital Odometer,6.8
4,1705,3,Punch,2023,2,Expired,Petrol,5,20000,Dhule,First Owner,1199.0,Manual,87.0,FWD,20.09,7.23,5.7,21.16,Parking Sensors,9.2
6,20,2,Wagon,2009,16,Expired,Petrol,5,120000,Bhopal,Third Owner,1061.0,Manual,67.0,Unknown,18.9,4.11,0.9,78.1,Central Locking | Air Conditioner,4.6
4,623,2,Indica,2009,16,Expired,Diesel,5,160000,Akola,Second Owner,1396.0,Manual,52.8,Unknown,17.88,4.36,0.45,89.68,No_Features,4.4
17,91,4,Triber,2021,4,Expired,Petrol,7,70000,Nashik,Second Owner,999.0,Manual,71.01,Unknown,20.0,9.49,5.7,39.94,Touchscreen | Parking Sensors | Rear AC Vents | Tumble Fold Seats | Rear Camera,8.0
